fuente_sitio,dataset,url_origen,grupo,tema,fecha_extraccion,pais,region,periodo,indicador,categoria_energia,tecnologia,actor,item,valor,unidad
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Renovable,Hydro,SAFEAGE,Ighil Emda - Hydro,24.0,MW
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Renovable,Solar,General Utility,In Salah - Solar,5.0,MW
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Fosil,Gas,General Utility,Jijel - Gas,588.0,MW
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Fosil,Gas,General Utility,Kahrama IPP - Gas,345.0,MW
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Fosil,Gas,Shariket Karhaba Koudiet Eddraouch SpA (SKD),Koudiet Eddraouch - Gas,1200.0,MW
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Renovable,Solar,General Utility,Labiodh Sidi Cheikh - Solar,20.0,MW
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Fosil,Gas,General Utility,Labreg - Gas,396.0,MW
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Fosil,Gas,General Utility,Marsat - Gas,840.0,MW
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Fosil,Gas,Sonelgaz Production de lâ€™Electricite,Marsat TG - Gas,184.0,MW
World Resources Institute,global_power_plant_database,https://purl.org/wri/grid/gpv2,energia-y-sustentabilidad-1,Impacto ambiental de la energia,2026-04-28 05:45:58,Algeria,DZA,2026,capacidad_generacion,Fosil,Gas,Sonelgaz Production de lâ€™Electricite,Msila 1 - Gas,980.0,MW
